"Cycle"  "Average State"  "Average Threshold"  "Clusters"
  8697   -0.1591   -0.0421      6930
  8698   -0.1598   -0.0826      6355
  8699   -0.1491   -0.1191      5063
  8700   -0.1308   -0.1496      4515
  8701   -0.1094   -0.1746      4797
  8702   -0.0860   -0.1930      5564
  8703   -0.0581   -0.2040      7383
  8704   -0.0221   -0.2056      9021
  8705    0.0231   -0.1942      8281
  8706    0.0683   -0.1711      6779
  8707    0.1058   -0.1397      5809
  8708    0.1330   -0.1028      5061
  8709    0.1502   -0.0630      5076
  8710    0.1598   -0.0213      6016
  8711    0.1647    0.0209      6877
  8712    0.1649    0.0625      5600
  8713    0.1576    0.1017      4681
  8714    0.1438    0.1363      4531
  8715    0.1227    0.1643      4660
  8716    0.1004    0.1868      4719
  8717    0.0750    0.2021      5133
  8718    0.0456    0.2099      5771
  8719    0.0086    0.2075      6677
  8720   -0.0364    0.1930      8933
  8721   -0.0837    0.1660      9141
  8722   -0.1220    0.1305      6971
  8723   -0.1483    0.0896      5645
  8724   -0.1645    0.0466      5650
  8725   -0.1708    0.0031      6208
  8726   -0.1693   -0.0392      6592
  8727   -0.1616   -0.0787      6280
  8728   -0.1489   -0.1148      5552
  8729   -0.1302   -0.1456      4839
  8730   -0.1100   -0.1707      4741
  8731   -0.0878   -0.1900      5015
  8732   -0.0629   -0.2023      5737
  8733   -0.0332   -0.2069      7379
  8734    0.0054   -0.2011      9135
  8735    0.0501   -0.1831      8611
  8736    0.0966   -0.1535      6872
  8737    0.1296   -0.1160      5964
  8738    0.1488   -0.0760      4658
  8739    0.1580   -0.0350      4566
  8740    0.1596    0.0050      5455
  8741    0.1559    0.0440      6330
  8742    0.1482    0.0803      6010
  8743    0.1352    0.1126      5372
  8744    0.1188    0.1404      4639
  8745    0.0977    0.1624      4667
  8746    0.0739    0.1780      4977
  8747    0.0477    0.1871      5217
  8748    0.0195    0.1887      5485
  8749   -0.0138    0.1815      6880
  8750   -0.0532    0.1630      8949
  8751   -0.0912    0.1354      9188
  8752   -0.1181    0.1023      6846
  8753   -0.1341    0.0667      5542
  8754   -0.1403    0.0302      4984
  8755   -0.1415   -0.0058      5644
  8756   -0.1381   -0.0396      6676
  8757   -0.1302   -0.0716      6887
  8758   -0.1196   -0.1003      6184
  8759   -0.1039   -0.1238      5308
  8760   -0.0840   -0.1423      4879
  8761   -0.0612   -0.1542      4913
  8762   -0.0375   -0.1600      5564
  8763   -0.0129   -0.1601      6641
  8764    0.0149   -0.1530      7994
  8765    0.0470   -0.1372      8271
  8766    0.0790   -0.1136      7370
  8767    0.1026   -0.0845      6252
  8768    0.1171   -0.0533      4686
  8769    0.1218   -0.0214      4637
  8770    0.1208    0.0091      5594
  8771    0.1172    0.0379      6684
  8772    0.1105    0.0648      6473
  8773    0.1013    0.0887      5577
  8774    0.0873    0.1088      5121
  8775    0.0688    0.1239      5219
  8776    0.0469    0.1329      5465
  8777    0.0251    0.1361      5211
  8778    0.0034    0.1343      5385
  8779   -0.0206    0.1260      6661
  8780   -0.0469    0.1110      8111
  8781   -0.0716    0.0900      8170
  8782   -0.0906    0.0645      7093
  8783   -0.1013    0.0377      5734
  8784   -0.1056    0.0105      4931
  8785   -0.1048   -0.0157      5377
  8786   -0.0994   -0.0399      6316
  8787   -0.0930   -0.0624      7077
  8788   -0.0838   -0.0820      6674
  8789   -0.0696   -0.0977      5863
  8790   -0.0519   -0.1082      5445
  8791   -0.0319   -0.1138      5219
  8792   -0.0117   -0.1143      5534
  8793    0.0092   -0.1094      6163
  8794    0.0317   -0.0989      6824
  8795    0.0543   -0.0827      7069
  8796    0.0732   -0.0621      7684
  8797    0.0862   -0.0386      6482
  8798    0.0945   -0.0146      4777
  8799    0.0953    0.0095      4330
  8800    0.0907    0.0320      4962
  8801    0.0824    0.0518      6342
  8802    0.0724    0.0685      7124
  8803    0.0603    0.0823      6478
  8804    0.0475    0.0923      5434
  8805    0.0313    0.0983      5492
  8806    0.0146    0.1000      5726
  8807   -0.0036    0.0969      5236
  8808   -0.0223    0.0893      5228
  8809   -0.0431    0.0764      6703
  8810   -0.0627    0.0581      8081
  8811   -0.0750    0.0378      7374
  8812   -0.0804    0.0163      6495
  8813   -0.0846   -0.0053      5762
  8814   -0.0827   -0.0257      5021
  8815   -0.0763   -0.0436      5449
  8816   -0.0653   -0.0583      6349
  8817   -0.0525   -0.0694      6639
  8818   -0.0393   -0.0779      6847
  8819   -0.0267   -0.0833      6511
  8820   -0.0108   -0.0838      5860
  8821    0.0044   -0.0804      5328
  8822    0.0200   -0.0731      5475
  8823    0.0367   -0.0620      5846
  8824    0.0539   -0.0464      6121
  8825    0.0677   -0.0280      6050
  8826    0.0731   -0.0091      7348
  8827    0.0717    0.0090      7334
  8828    0.0719    0.0272      5251
  8829    0.0688    0.0439      4337
  8830    0.0599    0.0575      4885
  8831    0.0467    0.0680      6018
  8832    0.0320    0.0740      7487
  8833    0.0188    0.0766      7147
  8834    0.0072    0.0764      6000
  8835   -0.0051    0.0732      6239
  8836   -0.0201    0.0671      6089
  8837   -0.0324    0.0577      5031
  8838   -0.0453    0.0449      5065
  8839   -0.0581    0.0286      6734
  8840   -0.0647    0.0109      7416
  8841   -0.0633   -0.0051      6652
  8842   -0.0586   -0.0197      6004
  8843   -0.0568   -0.0335      5984
  8844   -0.0529   -0.0464      5502
  8845   -0.0449   -0.0564      5447
  8846   -0.0317   -0.0629      6253
  8847   -0.0165   -0.0648      6544
  8848   -0.0031   -0.0639      6952
  8849    0.0088   -0.0602      7351
  8850    0.0191   -0.0534      6480
  8851    0.0306   -0.0447      5606
  8852    0.0392   -0.0338      5652
  8853    0.0484   -0.0207      5478
  8854    0.0571   -0.0048      5032
  8855    0.0571    0.0101      5397
  8856    0.0505    0.0222      7090
  8857    0.0428    0.0319      7703
  8858    0.0400    0.0413      5418
  8859    0.0370    0.0502      4440
  8860    0.0278    0.0560      4642
  8861    0.0160    0.0585      6056
  8862    0.0010    0.0568      7539
  8863   -0.0116    0.0522      7596
  8864   -0.0252    0.0443      6862
  8865   -0.0376    0.0331      7257
  8866   -0.0451    0.0203      6400
  8867   -0.0486    0.0076      4958
  8868   -0.0512   -0.0050      4922
  8869   -0.0490   -0.0169      5576
  8870   -0.0439   -0.0270      6320
  8871   -0.0340   -0.0344      6167
  8872   -0.0265   -0.0398      5785
  8873   -0.0228   -0.0452      6346
  8874   -0.0195   -0.0497      5714
  8875   -0.0118   -0.0523      5406
  8876   -0.0001   -0.0513      6129
  8877    0.0151   -0.0458      6864
  8878    0.0299   -0.0367      7748
  8879    0.0424   -0.0242      7847
  8880    0.0519   -0.0098      6195
  8881    0.0538    0.0038      5248
  8882    0.0495    0.0155      5111
  8883    0.0421    0.0253      4956
  8884    0.0359    0.0334      4827
  8885    0.0275    0.0388      5304
  8886    0.0177    0.0422      6706
  8887    0.0088    0.0426      8019
  8888    0.0058    0.0433      6281
  8889    0.0037    0.0441      4681
  8890   -0.0027    0.0427      4557
  8891   -0.0142    0.0376      5526
  8892   -0.0294    0.0280      7419
  8893   -0.0429    0.0158      8388
  8894   -0.0496    0.0019      7738
  8895   -0.0511   -0.0113      7516
  8896   -0.0452   -0.0222      5838
  8897   -0.0365   -0.0304      4333
  8898   -0.0271   -0.0360      4355
  8899   -0.0195   -0.0398      5076
  8900   -0.0113   -0.0422      6127
  8901   -0.0006   -0.0407      6506
  8902    0.0087   -0.0379      6183
  8903    0.0120   -0.0341      6355
  8904    0.0133   -0.0307      6502
  8905    0.0174   -0.0259      6086
  8906    0.0296   -0.0174      6093
  8907    0.0452   -0.0051      6251
  8908    0.0552    0.0101      6611
  8909    0.0561    0.0243      7043
  8910    0.0475    0.0351      6662
  8911    0.0344    0.0423      5991
  8912    0.0210    0.0460      5364
  8913    0.0114    0.0474      5010
  8914    0.0028    0.0467      4913
  8915   -0.0053    0.0450      5101
  8916   -0.0160    0.0395      6285
  8917   -0.0253    0.0322      8083
  8918   -0.0282    0.0246      7264
  8919   -0.0283    0.0179      5161
  8920   -0.0314    0.0094      4507
  8921   -0.0407   -0.0017      5396
  8922   -0.0513   -0.0158      7446
  8923   -0.0548   -0.0300      8480
  8924   -0.0481   -0.0417      7238
  8925   -0.0349   -0.0492      6939
  8926   -0.0186   -0.0518      5615
  8927   -0.0041   -0.0511      4622
  8928    0.0061   -0.0484      4654
  8929    0.0129   -0.0446      5492
  8930    0.0211   -0.0385      5981
  8931    0.0337   -0.0290      6350
  8932    0.0459   -0.0157      5989
  8933    0.0501   -0.0023      6281
  8934    0.0458    0.0090      6554
  8935    0.0434    0.0194      5984
  8936    0.0449    0.0304      5630
  8937    0.0480    0.0428      5550
  8938    0.0459    0.0542      6100
  8939    0.0333    0.0613      7084
  8940    0.0141    0.0625      7036
  8941   -0.0038    0.0591      6621
  8942   -0.0173    0.0528      5812
  8943   -0.0275    0.0446      5282
  8944   -0.0348    0.0355      4968
  8945   -0.0427    0.0240      5004
  8946   -0.0536    0.0097      6129
  8947   -0.0641   -0.0082      8145
  8948   -0.0679   -0.0258      7340
  8949   -0.0631   -0.0409      5479
  8950   -0.0578   -0.0547      4755
  8951   -0.0549   -0.0675      5345
  8952   -0.0533   -0.0812      6630
  8953   -0.0421   -0.0903      7789
  8954   -0.0234   -0.0939      7057
  8955   -0.0002   -0.0906      6504
  8956    0.0206   -0.0830      5978
  8957    0.0374   -0.0716      5012
  8958    0.0490   -0.0579      4739
  8959    0.0570   -0.0428      5437
  8960    0.0651   -0.0254      6089
  8961    0.0754   -0.0050      6802
  8962    0.0858    0.0176      6199
  8963    0.0900    0.0408      6021
  8964    0.0847    0.0610      6380
  8965    0.0769    0.0792      5945
  8966    0.0681    0.0951      5002
  8967    0.0576    0.1086      4828
  8968    0.0396    0.1163      5461
  8969    0.0129    0.1160      6928
  8970   -0.0161    0.1083      7703
  8971   -0.0406    0.0949      6943
  8972   -0.0589    0.0775      6403
  8973   -0.0693    0.0586      5789
  8974   -0.0760    0.0389      4946
  8975   -0.0821    0.0177      4704
  8976   -0.0927   -0.0069      6028
  8977   -0.1041   -0.0345      8403
  8978   -0.1080   -0.0622      7947
  8979   -0.0983   -0.0862      6296
  8980   -0.0811   -0.1043      4965
  8981   -0.0617   -0.1172      5143
  8982   -0.0428   -0.1259      6034
  8983   -0.0193   -0.1279      7122
  8984    0.0088   -0.1222      7040
  8985    0.0380   -0.1094      6183
  8986    0.0615   -0.0909      6273
  8987    0.0798   -0.0681      5631
  8988    0.0910   -0.0442      4962
  8989    0.0982   -0.0188      5209
  8990    0.1034    0.0078      6090
  8991    0.1115    0.0367      6821
  8992    0.1181    0.0670      5842
  8993    0.1156    0.0960      5358
  8994    0.0974    0.1182      5829
  8995    0.0726    0.1333      5803
  8996    0.0486    0.1431      5296
  8997    0.0249    0.1472      5270
  8998    0.0015    0.1443      5542
  8999   -0.0273    0.1339      6879
  9000   -0.0578    0.1155      8270
  9001   -0.0838    0.0905      7801
  9002   -0.1015    0.0624      6542
  9003   -0.1119    0.0326      5894
  9004   -0.1171    0.0029      4984
  9005   -0.1210   -0.0275      4999
  9006   -0.1244   -0.0587      6205
  9007   -0.1262   -0.0903      7941
  9008   -0.1171   -0.1187      7553
  9009   -0.0943   -0.1397      6066
  9010   -0.0627   -0.1519      5054
  9011   -0.0333   -0.1564      5135
  9012   -0.0067   -0.1549      5559
  9013    0.0187   -0.1470      7029
  9014    0.0496   -0.1311      7434
  9015    0.0819   -0.1067      6551
  9016    0.1074   -0.0766      5877
  9017    0.1224   -0.0438      6064
  9018    0.1300   -0.0103      5171
  9019    0.1323    0.0231      5201
  9020    0.1333    0.0564      5492
  9021    0.1328    0.0892      5701
  9022    0.1287    0.1214      5105
  9023    0.1147    0.1485      5006
  9024    0.0855    0.1666      5901
  9025    0.0492    0.1744      6521
  9026    0.0152    0.1741      6129
  9027   -0.0134    0.1670      6014
  9028   -0.0399    0.1538      5817
  9029   -0.0708    0.1327      6784
  9030   -0.1033    0.1029      8245
  9031   -0.1312    0.0666      7932
  9032   -0.1476    0.0278      6579
  9033   -0.1535   -0.0114      6121
  9034   -0.1547   -0.0500      5241
  9035   -0.1526   -0.0879      5028
  9036   -0.1453   -0.1241      5761
  9037   -0.1338   -0.1561      6994
  9038   -0.1121   -0.1814      7107
  9039   -0.0779   -0.1968      6339
  9040   -0.0379   -0.2011      5337
  9041    0.0010   -0.1966      4926
  9042    0.0344   -0.1837      5742
  9043    0.0629   -0.1643      6919
  9044    0.0916   -0.1377      7600
  9045    0.1253   -0.1019      6707
  9046    0.1532   -0.0595      6172
  9047    0.1720   -0.0139      6145
  9048    0.1786    0.0314      5130
  9049    0.1766    0.0761      4815
  9050    0.1681    0.1172      5030
  9051    0.1541    0.1541      5080
  9052    0.1327    0.1845      4940
  9053    0.1051    0.2073      5138
  9054    0.0651    0.2188      6079
  9055    0.0209    0.2184      6652
  9056   -0.0200    0.2087      6504
  9057   -0.0539    0.1909      6094
  9058   -0.0831    0.1667      6193
  9059   -0.1111    0.1360      6580
  9060   -0.1429    0.0964      7756
  9061   -0.1702    0.0504      8030
  9062   -0.1859    0.0022      7134
  9063   -0.1883   -0.0451      6325
  9064   -0.1805   -0.0898      5192
  9065   -0.1664   -0.1300      4943
  9066   -0.1476   -0.1644      5680
  9067   -0.1236   -0.1926      6709
  9068   -0.0891   -0.2111      7120
  9069   -0.0472   -0.2176      6408
  9070   -0.0020   -0.2122      5512
  9071    0.0385   -0.1979      5043
  9072    0.0725   -0.1755      5524
  9073    0.1000   -0.1475      6608
  9074    0.1251   -0.1128      7198
  9075    0.1506   -0.0719      6748
  9076    0.1724   -0.0260      6216
  9077    0.1827    0.0210      5813
  9078    0.1830    0.0671      4873
  9079    0.1731    0.1092      4615
  9080    0.1563    0.1465      4970
  9081    0.1349    0.1781      5337
  9082    0.1070    0.2014      5206
  9083    0.0713    0.2144      5747
  9084    0.0278    0.2159      6588
  9085   -0.0182    0.2048      6900
  9086   -0.0596    0.1846      6788
  9087   -0.0931    0.1568      6695
  9088   -0.1198    0.1236      6423
  9089   -0.1420    0.0853      6484
  9090   -0.1609    0.0423      6935
  9091   -0.1748   -0.0029      6953
  9092   -0.1800   -0.0489      6638
  9093   -0.1760   -0.0929      6324
  9094   -0.1654   -0.1329      5586
  9095   -0.1455   -0.1670      5329
  9096   -0.1195   -0.1942      6159
  9097   -0.0890   -0.2127      7262
  9098   -0.0518   -0.2215      7457
  9099   -0.0065   -0.2179      6454
  9100    0.0406   -0.2021      5604
  9101    0.0837   -0.1755      5129
  9102    0.1166   -0.1414      5080
  9103    0.1409   -0.1029      6016
  9104    0.1563   -0.0615      6103
  9105    0.1667   -0.0186      6248
  9106    0.1726    0.0256      6298
  9107    0.1743    0.0693      5849
  9108    0.1699    0.1110      4858
  9109    0.1570    0.1486      4638
  9110    0.1337    0.1796      5222
  9111    0.1048    0.2027      5776
  9112    0.0731    0.2169      6023
  9113    0.0330    0.2203      6228
  9114   -0.0146    0.2110      6758
  9115   -0.0637    0.1885      7174
  9116   -0.1065    0.1563      6940
  9117   -0.1368    0.1185      6809
  9118   -0.1523    0.0780      5969
  9119   -0.1589    0.0375      5570
  9120   -0.1601   -0.0029      5969
  9121   -0.1621   -0.0434      6406
  9122   -0.1619   -0.0840      6359
  9123   -0.1569   -0.1225      6481
  9124   -0.1434   -0.1569      6132
  9125   -0.1211   -0.1846      6158
  9126   -0.0906   -0.2035      6915
  9127   -0.0548   -0.2128      7588
  9128   -0.0130   -0.2109      7563
  9129    0.0346   -0.1964      6774
  9130    0.0825   -0.1698      5619
  9131    0.1212   -0.1346      4375
  9132    0.1418   -0.0964      4372
  9133    0.1492   -0.0584      5640
  9134    0.1507   -0.0206      6334
  9135    0.1517    0.0173      6470
  9136    0.1523    0.0559      6618
  9137    0.1508    0.0935      6045
  9138    0.1434    0.1281      5051
  9139    0.1268    0.1581      4562
  9140    0.0999    0.1799      5302
  9141    0.0676    0.1928      6569
  9142    0.0307    0.1961      6717
  9143   -0.0078    0.1888      6577
  9144   -0.0503    0.1708      6819
  9145   -0.0916    0.1426      6846
  9146   -0.1219    0.1077      6464
  9147   -0.1373    0.0712      5638
  9148   -0.1405    0.0349      5221
  9149   -0.1396    0.0004      5712
  9150   -0.1386   -0.0345      6172
  9151   -0.1388   -0.0692      6807
  9152   -0.1368   -0.1029      6887
  9153   -0.1279   -0.1335      7060
  9154   -0.1092   -0.1587      6977
  9155   -0.0798   -0.1753      6251
  9156   -0.0432   -0.1813      5932
  9157   -0.0088   -0.1789      6696
  9158    0.0256   -0.1682      7150
  9159    0.0611   -0.1488      6507
  9160    0.0956   -0.1207      4850
  9161    0.1189   -0.0880      4128
  9162    0.1295   -0.0542      4726
  9163    0.1318   -0.0205      5900
  9164    0.1306    0.0121      6556
  9165    0.1298    0.0448      6669
  9166    0.1300    0.0772      6720
  9167    0.1269    0.1086      6324
  9168    0.1162    0.1368      5118
  9169    0.0945    0.1577      4560
  9170    0.0597    0.1682      5973
  9171    0.0207    0.1688      6664
  9172   -0.0138    0.1614      6894
  9173   -0.0465    0.1457      6538
  9174   -0.0780    0.1227      6528
  9175   -0.1032    0.0943      6298
  9176   -0.1176    0.0633      5414
  9177   -0.1226    0.0324      5317
  9178   -0.1222    0.0018      5495
  9179   -0.1206   -0.0281      5690
  9180   -0.1210   -0.0583      6561
  9181   -0.1201   -0.0878      7616
  9182   -0.1144   -0.1162      7553
  9183   -0.1009   -0.1401      7576
  9184   -0.0760   -0.1559      7276
  9185   -0.0397   -0.1618      6303
  9186    0.0011   -0.1567      5788
  9187    0.0366   -0.1430      5553
  9188    0.0644   -0.1233      5931
  9189    0.0874   -0.0989      5647
  9190    0.1033   -0.0710      4688
  9191    0.1109   -0.0414      4321
  9192    0.1133   -0.0126      4860
  9193    0.1128    0.0155      6041
  9194    0.1104    0.0429      6615
  9195    0.1071    0.0692      7130
  9196    0.1045    0.0947      7003
  9197    0.0975    0.1186      7048
  9198    0.0858    0.1388      5608
  9199    0.0628    0.1522      5078
  9200    0.0305    0.1561      5841
  9201   -0.0057    0.1501      6629
  9202   -0.0380    0.1365      6983
  9203   -0.0649    0.1166      6385
  9204   -0.0842    0.0929      6043
  9205   -0.0967    0.0669      5263
  9206   -0.1034    0.0401      4734
  9207   -0.1053    0.0137      5430
  9208   -0.1034   -0.0123      5776
  9209   -0.0994   -0.0367      5610
  9210   -0.0970   -0.0603      6641
  9211   -0.0935   -0.0835      7843
  9212   -0.0888   -0.1054      7712
  9213   -0.0769   -0.1233      7667
  9214   -0.0577   -0.1359      6983
  9215   -0.0284   -0.1397      6158
  9216    0.0053   -0.1343      5835
  9217    0.0369   -0.1209      5450
  9218    0.0610   -0.1023      5355
  9219    0.0776   -0.0803      5079
  9220    0.0869   -0.0572      4827
  9221    0.0909   -0.0336      4713
  9222    0.0914   -0.0106      4864
  9223    0.0887    0.0116      5813
  9224    0.0868    0.0330      6853
  9225    0.0833    0.0532      6949
  9226    0.0802    0.0726      7259
  9227    0.0762    0.0914      7455
  9228    0.0655    0.1063      6419
  9229    0.0463    0.1158      5360
  9230    0.0196    0.1176      5286
  9231   -0.0125    0.1110      5884
  9232   -0.0425    0.0968      7023
  9233   -0.0643    0.0781      6418
  9234   -0.0757    0.0571      5188
  9235   -0.0802    0.0365      4807
  9236   -0.0799    0.0168      5091
  9237   -0.0784   -0.0032      5730
  9238   -0.0747   -0.0211      5705
  9239   -0.0714   -0.0380      5553
  9240   -0.0704   -0.0553      6664
  9241   -0.0689   -0.0725      8556
  9242   -0.0628   -0.0874      8789
  9243   -0.0491   -0.0978      7886
  9244   -0.0308   -0.1037      6999
  9245   -0.0042   -0.1015      5873
  9246    0.0280   -0.0903      5279
  9247    0.0552   -0.0730      4441
  9248    0.0699   -0.0533      4644
  9249    0.0728   -0.0345      5178
  9250    0.0708   -0.0169      5148
  9251    0.0693    0.0005      4764
  9252    0.0663    0.0168      5139
  9253    0.0602    0.0311      6193
  9254    0.0561    0.0444      6708
  9255    0.0544    0.0581      6742
  9256    0.0519    0.0710      7166
  9257    0.0449    0.0815      7955
  9258    0.0310    0.0876      7869
  9259    0.0124    0.0887      5795
  9260   -0.0118    0.0828      5244
  9261   -0.0388    0.0698      5953
  9262   -0.0602    0.0518      7079
  9263   -0.0684    0.0334      5660
  9264   -0.0659    0.0168      4203
  9265   -0.0612    0.0024      4473
  9266   -0.0579   -0.0118      5488
  9267   -0.0546   -0.0253      5872
  9268   -0.0478   -0.0361      5636
  9269   -0.0413   -0.0457      5692
  9270   -0.0382   -0.0543      7133
  9271   -0.0339   -0.0620      8920
  9272   -0.0222   -0.0664      8653
  9273   -0.0103   -0.0675      7538
  9274    0.0039   -0.0646      7019
  9275    0.0212   -0.0571      5763
  9276    0.0401   -0.0445      4684
  9277    0.0520   -0.0296      4284
  9278    0.0570   -0.0149      4522
  9279    0.0539   -0.0016      5321
  9280    0.0494    0.0105      5115
  9281    0.0447    0.0211      4900
  9282    0.0395    0.0308      5504
  9283    0.0324    0.0382      6601
  9284    0.0261    0.0436      6649
  9285    0.0199    0.0479      6436
  9286    0.0121    0.0501      7424
  9287    0.0012    0.0492      8974
  9288   -0.0109    0.0446      8721
  9289   -0.0188    0.0387      6144
  9290   -0.0257    0.0313      4836
  9291   -0.0339    0.0214      4785
  9292   -0.0409    0.0106      5470
  9293   -0.0416   -0.0004      5335
  9294   -0.0363   -0.0088      4160
  9295   -0.0319   -0.0165      4727
  9296   -0.0302   -0.0234      5828
  9297   -0.0254   -0.0293      6143
  9298   -0.0192   -0.0330      5942
  9299   -0.0129   -0.0353      6300
  9300   -0.0074   -0.0359      7350
  9301   -0.0016   -0.0357      8486
  9302    0.0054   -0.0338      8376
  9303    0.0110   -0.0306      7446
  9304    0.0140   -0.0267      6515
  9305    0.0172   -0.0224      5456
  9306    0.0219   -0.0168      4645
  9307    0.0259   -0.0097      4312
  9308    0.0255   -0.0032      4911
  9309    0.0220    0.0018      5685
  9310    0.0201    0.0060      5158
  9311    0.0193    0.0105      4904
  9312    0.0176    0.0149      5742
  9313    0.0133    0.0172      6612
  9314    0.0085    0.0193      6557
  9315    0.0071    0.0207      6346
  9316    0.0043    0.0218      7339
  9317    0.0023    0.0218      8544
  9318   -0.0003    0.0216      8340
  9319   -0.0024    0.0208      6450
  9320   -0.0054    0.0189      4854
  9321   -0.0104    0.0155      4847
  9322   -0.0135    0.0120      5540
  9323   -0.0134    0.0087      5409
  9324   -0.0114    0.0060      4516
  9325   -0.0107    0.0038      5134
  9326   -0.0118    0.0008      5720
  9327   -0.0095   -0.0012      6206
  9328   -0.0064   -0.0021      5867
  9329   -0.0041   -0.0022      6001
  9330   -0.0027   -0.0027      6868
  9331   -0.0021   -0.0033      7605
  9332   -0.0010   -0.0037      8024
  9333    0.0002   -0.0036      7652
  9334    0.0003   -0.0035      6826
  9335    0.0004   -0.0031      5934
  9336    0.0017   -0.0023      4924
  9337    0.0033   -0.0008      4406
  9338    0.0017    0.0000      5031
  9339   -0.0025   -0.0006      5779
  9340   -0.0035   -0.0016      5167
  9341   -0.0035   -0.0027      5176
  9342   -0.0052   -0.0042      6065
  9343   -0.0081   -0.0067      6872
  9344   -0.0090   -0.0098      6492
  9345   -0.0078   -0.0114      6181
  9346   -0.0086   -0.0136      7073
  9347   -0.0094   -0.0158      8223
  9348   -0.0100   -0.0184      8246
  9349   -0.0069   -0.0199      6613
  9350   -0.0022   -0.0203      4784
  9351    0.0027   -0.0187      4575
  9352    0.0065   -0.0167      5433
  9353    0.0106   -0.0137      5215
  9354    0.0157   -0.0085      4590
  9355    0.0179   -0.0035      5042
  9356    0.0183    0.0011      5792
  9357    0.0179    0.0058      6385
  9358    0.0200    0.0109      6303
  9359    0.0209    0.0161      6313
  9360    0.0207    0.0213      6841
  9361    0.0194    0.0259      7222
  9362    0.0165    0.0296      7322
  9363    0.0105    0.0317      7651
  9364    0.0023    0.0317      6548
  9365   -0.0076    0.0285      5787
  9366   -0.0133    0.0239      5272
  9367   -0.0192    0.0187      4882
  9368   -0.0253    0.0116      5492
  9369   -0.0307    0.0034      5706
  9370   -0.0331   -0.0051      5195
  9371   -0.0341   -0.0135      5367
  9372   -0.0348   -0.0218      6321
  9373   -0.0345   -0.0307      6794
  9374   -0.0319   -0.0385      6443
  9375   -0.0270   -0.0455      6010
  9376   -0.0208   -0.0501      6648
  9377   -0.0129   -0.0521      8007
  9378   -0.0023   -0.0516      7692
  9379    0.0110   -0.0473      6563
  9380    0.0216   -0.0401      5023
  9381    0.0290   -0.0318      4944
  9382    0.0349   -0.0229      5962
  9383    0.0415   -0.0126      5171
  9384    0.0481    0.0003      4729
  9385    0.0507    0.0139      5179
  9386    0.0517    0.0267      5673
  9387    0.0522    0.0396      6194
  9388    0.0498    0.0514      6462
  9389    0.0451    0.0623      6131
  9390    0.0384    0.0713      5975
  9391    0.0285    0.0770      6056
  9392    0.0158    0.0790      6534
  9393   -0.0021    0.0768      8004
  9394   -0.0221    0.0694      7360
  9395   -0.0371    0.0584      6176
  9396   -0.0470    0.0451      5520
  9397   -0.0525    0.0313      5081
  9398   -0.0584    0.0160      5841
  9399   -0.0650   -0.0011      5745
  9400   -0.0693   -0.0186      5163
  9401   -0.0710   -0.0370      5847
  9402   -0.0702   -0.0545      6765
  9403   -0.0654   -0.0709      6624
  9404   -0.0581   -0.0847      6159
  9405   -0.0494   -0.0963      6129
  9406   -0.0371   -0.1041      6715
  9407   -0.0200   -0.1069      7843
  9408    0.0049   -0.1024      7185
  9409    0.0302   -0.0914      6121
  9410    0.0515   -0.0759      5080
  9411    0.0637   -0.0582      5235
  9412    0.0715   -0.0393      6014
  9413    0.0784   -0.0191      5521
  9414    0.0845    0.0023      5148
  9415    0.0881    0.0250      4906
  9416    0.0905    0.0480      5131
  9417    0.0879    0.0698      5932
  9418    0.0809    0.0888      6694
  9419    0.0698    0.1050      6346
  9420    0.0548    0.1168      5845
  9421    0.0373    0.1234      5480
  9422    0.0118    0.1231      5907
  9423   -0.0171    0.1154      7824
  9424   -0.0452    0.1006      7782
  9425   -0.0660    0.0818      6634
  9426   -0.0800    0.0599      5900
  9427   -0.0894    0.0362      5512
  9428   -0.0971    0.0105      6006
  9429   -0.1044   -0.0169      5432
  9430   -0.1083   -0.0442      5326
  9431   -0.1081   -0.0718      6143
  9432   -0.0998   -0.0958      6749
  9433   -0.0870   -0.1161      6491
  9434   -0.0698   -0.1321      6245
  9435   -0.0480   -0.1415      5772
  9436   -0.0241   -0.1449      6151
  9437    0.0039   -0.1402      7422
  9438    0.0360   -0.1274      7153
  9439    0.0648   -0.1076      6429
  9440    0.0873   -0.0829      5664
  9441    0.1026   -0.0557      5704
  9442    0.1140   -0.0256      6178
  9443    0.1229    0.0062      5457
  9444    0.1265    0.0381      5365
  9445    0.1264    0.0697      5079
  9446    0.1222    0.0997      4930
  9447    0.1103    0.1262      5335
  9448    0.0896    0.1462      6022
  9449    0.0637    0.1589      5976
  9450    0.0365    0.1645      5771
  9451    0.0089    0.1630      5577
  9452   -0.0213    0.1541      6086
  9453   -0.0540    0.1362      7968
  9454   -0.0853    0.1107      8446
  9455   -0.1086    0.0806      7149
  9456   -0.1229    0.0477      6078
  9457   -0.1338    0.0130      6206
  9458   -0.1402   -0.0229      6224
  9459   -0.1425   -0.0589      5720
  9460   -0.1390   -0.0932      5718
  9461   -0.1273   -0.1241      5959
  9462   -0.1065   -0.1484      5805
  9463   -0.0806   -0.1650      5662
  9464   -0.0511   -0.1740      5691
  9465   -0.0211   -0.1756      5697
  9466    0.0076   -0.1699      6206
  9467    0.0376   -0.1570      7513
  9468    0.0698   -0.1353      7555
  9469    0.0993   -0.1067      7076
  9470    0.1239   -0.0725      6165
  9471    0.1404   -0.0348      5861
